Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Euro Zone,Price / Euro Zone,Compare At Price / Euro Zone,Included / International,Price / International,Compare At Price / International,Status
copy-of-egetalique-netus-penatibus,,,,,,,,,Coral,,Small,,,NHFL6,0.0,shopify,150,deny,manual,180.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_ddb14c00-fae5-420e-931e-e4d25f89385f.jpg?v=1687329764,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_ddb14c00-fae5-420e-931e-e4d25f89385f.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-egetalique-netus-penatibus,,,,,,,,,Coral,,Medium,,,NHFL61,0.0,shopify,150,deny,manual,180.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/06_8d34f65f-f657-42b1-96e9-a2d08d37bf0c.jpg?v=1687329764,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/06_8d34f65f-f657-42b1-96e9-a2d08d37bf0c.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-egetalique-netus-penatibus,,,,,,,,,Coral,,Large,,,NHFL5-62,0.0,shopify,150,deny,manual,180.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07.jpg?v=1687329764,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-egetalique-netus-penatibus,,,,,,,,,Green,,Small,,,NHFL5-63,0.0,shopify,100,deny,manual,250.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/04_d71958cd-058d-4dc5-8a57-df8cf7caa507.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-egetalique-netus-penatibus,,,,,,,,,Green,,Medium,,,NHFL5-64,0.0,shopify,200,deny,manual,250.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_ddb14c00-fae5-420e-931e-e4d25f89385f.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-egetalique-netus-penatibus,,,,,,,,,Green,,Large,,,NHFL5-65,0.0,shopify,100,deny,manual,250.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07.jpg?v=1687329764,kg,,,,,,,,,,,,,
copy-of-pellentesque-at-1,Floral platinum and diamond ring,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</p>
<ul class=""jss8114"">
<li>Type : A-Line Dresses</li>
<li>Design : Embroidered</li>
<li>Neckline : Round Neck</li>
<li>Style : Casual</li>
<li>Length : Calf-Length</li>
<li>Sleeve Length : 3/4th Sleeves</li>
<li>Fabric : Cotton</li>
<li>Fit : Regular Fit</li>
<li>Care Instructions : Machine Wash</li>
<li>Model Wears : Size S,has Height 5'7"",Chest 33"",and Waist 28""</li>
<li>Return Policy : This product is returnable within 30 days of delivery</li>
<li>Product : Dress</li>
<li>Country of Origin : India</li>
</ul>
<ul class=""jss5998""></ul>
<ul></ul>
<ul class=""jss3131""></ul>",PUMA,,Clothing,"Cotton, Summer, Vintage",true,Title,Default Title,,,,,NHFL5-11,0.0,shopify,200,deny,manual,72.00,79.00,true,false,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_9ace911f-d106-4d6b-96f1-8e852aef0954.jpg?v=1687410625,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,active
copy-of-pellentesque-at-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_h.jpg?v=1687410625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pellentesque-at-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01_fea1b145-b1a3-484e-a4e1-b49bd4f7fd56.jpg?v=1687410625,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pellentesque-at-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02_ffa0cef5-e628-4324-88ee-21e1839ca48f.jpg?v=1687410625,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pellentesque-at-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/03_401c3169-39ce-4884-baea-265c58df6075.jpg?v=1687410625,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pellentesque-at-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_aea88320-aed5-474c-afa0-96c59800835f.jpg?v=1687410622,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-adipiscing-sem-2,La Martorana Mosaic Gold Earring,"<p>Stylish and comfortable this printed chemise is designed with short sleeves and a round neckline. <span class=""MuiBox-root jss8118 innerWrapText"" data-mce-fragment=""1"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span data-mce-fragment=""1"">rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span><br></p>
<ul class=""jss11620"">
<li>Design : Printed</li>
<li>Length : Knee-Length</li>
<li>Sleeve Length : Half Sleeves</li>
<li>Fabric : Cotton</li>
<li>Care Instructions : Machine Wash</li>
<li>Model Wears : Size S,has Height 5'7"",Chest 33"",and Waist 28""</li>
<li>Return Policy : This product is returnable within 30 days of delivery</li>
<li>Product : Chemise</li>
<li>Country of Origin :USA</li>
</ul>
<p><span>Li Europan lingues es membres del sam familie. Lor separat existentie es un myth. Por scientie, musica, sport etc, litot Europa usa li sam vocabular. Li lingues differe solmen in li grammatica, li pronunciation e li plu commun vocabules. Omnicos directe al desirabilite de un nov lingua franca: On refusa continuar payar custosi traductores.</span></p>",PUMA,,Clothing,"Clothing, Cotton, Fashion, Summer, Time_2024/12/1 20:25:00, Vintage",true,Size,Small,,,,,"",0.0,shopify,100,deny,manual,90.00,97.00,true,true,UPC,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01.jpg?v=1687329623,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01.jpg?v=1687329623,kg,,,true,true,,,true,,,true,,,active
copy-of-adipiscing-sem-2,,,,,,,,,Medium,,,,,"",0.0,shopify,0,deny,manual,90.00,97.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01_h.jpg?v=1687329623,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01_h.jpg?v=1687329623,kg,,,,,,,,,,,,,
copy-of-adipiscing-sem-2,,,,,,,,,Large,,,,,"",0.0,shopify,0,deny,manual,90.00,97.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02.jpg?v=1687329623,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02.jpg?v=1687329623,kg,,,,,,,,,,,,,
copy-of-adipiscing-sem-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/03.jpg?v=1687329623,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-adipiscing-sem-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/04.jpg?v=1687329623,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-adipiscing-sem-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05.jpg?v=1687329623,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,Luminous pearl stud earrings,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></p>
<h4><strong>Sample Unordered List</strong></h4>
<ul>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremou.</li>
</ul>
<h4><strong>Sample Ordered Lista</strong></h4>
<ol>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<h4><strong>Sample Paragraph Text</strong></h4>
<blockquote>
<p>Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summer!Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summe!</p>
</blockquote>",Levi’s,,Hat,"Cotton, Fashion, Summer, Time_2025/03/19 20:25:00, Vintage",true,Color,Pink,Size,Small,,,NHFL5,0.0,shopify,290,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_4cdf3906-d83f-484a-8236-1c41a5a38d59.jpg?v=1687330206,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_4cdf3906-d83f-484a-8236-1c41a5a38d59.jpg?v=1687330206,kg,,,true,true,,,true,,,true,,,active
copy-of-dapibus-in-viverra-2,,,,,,,,,Pink,,Medium,,,NHFL7,0.0,shopify,290,deny,manual,235.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_h.jpg?v=1687330206,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_h.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,,,,,,,,,Pink,,Large,,,NHFL9,0.0,shopify,290,deny,manual,238.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_01d84136-3304-4f68-8115-99285402eb79.jpg?v=1687330206,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_01d84136-3304-4f68-8115-99285402eb79.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,,,,,,,,,Green,,Small,,,"",0.0,shopify,290,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_d46916e0-2ba8-4138-9bbd-76c0d91c36d0.jpg?v=1687330206,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_d46916e0-2ba8-4138-9bbd-76c0d91c36d0.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,,,,,,,,,Green,,Medium,,,"",0.0,shopify,100,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11_ca2f22bb-a699-43f4-b32b-433924df8fa0.jpg?v=1687330206,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11_ca2f22bb-a699-43f4-b32b-433924df8fa0.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,,,,,,,,,Green,,Large,,,"",0.0,shopify,200,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/12.jpg?v=1687330206,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/12.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-dapibus-in-viverra-2,,,,,,,,,Red,,Medium,,,"",0.0,shopify,100,deny,manual,240.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_01d84136-3304-4f68-8115-99285402eb79.jpg?v=1687330206,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,Zirconia diamond Bali Earring,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></p>
<h4><strong>Sample Unordered List</strong></h4>
<ul>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremou.</li>
</ul>
<h4><strong>Sample Ordered Lista</strong></h4>
<ol>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<h4><strong>Sample Paragraph Text</strong></h4>
<blockquote>
<p>Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summer!Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summe!</p>
</blockquote>",Liverpool,,Bags,"Accessories, Cotton, Fashion, Summer, Time_2025/05/13 20:25:00, Vintage",true,Color,Coral,Size,Small,,,NHFL5,0.0,shopify,1000,deny,manual,350.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_3_b5bbb9d8-b8cf-4801-b19d-caefb22d129f.jpg?v=1688021721,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_3_b5bbb9d8-b8cf-4801-b19d-caefb22d129f.jpg?v=1688021721,kg,,,true,true,,,true,,,true,,,active
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Coral,,Medium,,,NHFL7,0.0,shopify,1000,deny,manual,350.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_h_1.jpg?v=1688021721,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_h_1.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Coral,,Large,,,NHFL9,0.0,shopify,1000,deny,manual,350.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02_ee6dbb75-2305-43b9-bf69-f34ed5e865c1.jpg?v=1688021721,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02_ee6dbb75-2305-43b9-bf69-f34ed5e865c1.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Darkcyan,,Small,,,NHFL6,0.0,shopify,1000,deny,manual,340.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_d5dea637-bf83-4b4c-9b37-4094769fb1c3.jpg?v=1688021721,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_d5dea637-bf83-4b4c-9b37-4094769fb1c3.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Darkcyan,,Medium,,,NHFL8,0.0,shopify,1000,deny,manual,340.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07_831b0f84-6f5f-4f7e-9b65-1405b096b379.jpg?v=1688021721,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07_831b0f84-6f5f-4f7e-9b65-1405b096b379.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Darkcyan,,Large,,,NHFL10,0.0,shopify,1000,deny,manual,340.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_fa84c1bc-89e8-49bf-9ac2-a0b8ca08a117.jpg?v=1688021721,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_fa84c1bc-89e8-49bf-9ac2-a0b8ca08a117.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Pink,,Small,,,NHFL6,0.0,shopify,200,deny,manual,350.00,400.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02_ee6dbb75-2305-43b9-bf69-f34ed5e865c1.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Pink,,Medium,,,NHFL8,0.0,shopify,200,deny,manual,350.00,400.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_d5dea637-bf83-4b4c-9b37-4094769fb1c3.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-aliquam-vitaeaugueamet-3,,,,,,,,,Pink,,Large,,,NHFL11,0.0,shopify,200,deny,manual,350.00,400.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07_831b0f84-6f5f-4f7e-9b65-1405b096b379.jpg?v=1688021721,kg,,,,,,,,,,,,,
copy-of-amet-massa-tincidunt,Taoya Geometric Pearl Earrings,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</p>
<h4>Overview</h4>
<div class=""MuiBox-root jss1364 jss1362 collapseMainDiv"">
<div class=""MuiCollapse-root MuiCollapse-entered"">
<div class=""MuiCollapse-wrapper"">
<div class=""MuiCollapse-wrapperInner"">Up your style quotient with this shirt dress that is tailored with a solid hue, button placket, spread collar and a fabric belt to garner the look.<br>
</div>
<div class=""MuiCollapse-wrapperInner"">
<ul class=""jss1361"">
<li>Type : Shirt Dress</li>
<li>Design : Solid</li>
<li>Neckline : Spread Collar</li>
<li>Style : Casual</li>
<li>Length : Knee-Length</li>
<li>Sleeve Length : Full Sleeves</li>
<li>Fabric : Cotton</li>
<li>Care Instructions : Machine Wash Warm</li>
<li>Model Wears : Size S,has Height 5'7"",Chest 33"",and Waist 28""</li>
<li>Return Policy : This product is returnable within 30 days of delivery</li>
<li>Product : Dress</li>
<li>Country of Origin : India</li>
<li>Net Quantity : 200</li>
</ul>
</div>
</div>
</div>
</div>",Allen Solly,,Hat,"Accessories, Cotton, Fashion, Summer, Time_2025/04/13 20:28:00, Vintage",true,Title,Default Title,,,,,NHFL5-14,0.0,shopify,200,deny,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_059a5bda-750b-4d12-bf0a-ec2ff97ad605.jpg?v=1687410443,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,active
copy-of-amet-massa-tincidunt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_h.jpg?v=1687410443,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-amet-massa-tincidunt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_c15ac625-ea31-4608-b14c-a9acc86855d8.jpg?v=1687410443,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-amet-massa-tincidunt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_1165cfa8-f5cf-4d5c-a311-c63a093cc4c1.jpg?v=1687410443,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-amet-massa-tincidunt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_197bfdea-e309-4537-aea2-0602d4d635a9.jpg?v=1687410443,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-amet-massa-tincidunt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_a4d75b97-67ce-45c1-b2ca-87eb8a0fb775.jpg?v=1687410443,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-duis-sit-amet-massa-1,Simple eternity platinum band,"<span class=""MuiBox-root jss6351 innerWrapText"">Enhance your style with this printed top, which is designed with three-quarter sleeves and a round neckline. Adding to the style quotient, this top is detailed with a schiffli detailed structure<span class=""MuiBox-root jss8118 innerWrapText"" data-mce-fragment=""1""> B</span><span data-mce-fragment=""1"">rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></span>
<ul class=""jss6347"">
<li>Type : Casual Tops</li>
<li>Design : Printed</li>
<li>Neckline : Round Neck</li>
<li>Style : Casual</li>
<li>Sleeve Length : 3/4th Sleeves</li>
<li>Fabric : Cotton Blend</li>
<li>Care Instructions : Machine Wash</li>
<li>Model Wears : Size S,has Height 5'7"" and Chest 33""</li>
<li>Return Policy : This product is returnable within 30 days of delivery</li>
<li>Product : Top</li>
<li>Country of Origin : Germany</li>
<li>Net Quantity : 350</li>
</ul>",Wrangler,,Hat,"Caps, Cotton, Summer, Time_2025/03/18 10:25:00, Vintage",true,Color,Red,,,,,NHFL5-14,0.0,shopify,200,deny,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_53bd6c4a-b4de-4ccd-87b7-b3f3a9c38e8f.jpg?v=1687410698,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_53bd6c4a-b4de-4ccd-87b7-b3f3a9c38e8f.jpg?v=1687410698,kg,,,true,true,,,true,,,true,,,active
copy-of-duis-sit-amet-massa-1,,,,,,,,,Chocolate,,,,,NHFL5-15,0.0,shopify,200,deny,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_h.jpg?v=1687410698,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_h.jpg?v=1687410698,kg,,,,,,,,,,,,,
copy-of-duis-sit-amet-massa-1,,,,,,,,,Green,,,,,NHFL5-16,0.0,shopify,200,deny,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/04_12feaf8d-fb2c-49c0-92b3-ee1c82a1c656.jpg?v=1687410698,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/04_12feaf8d-fb2c-49c0-92b3-ee1c82a1c656.jpg?v=1687410698,kg,,,,,,,,,,,,,
copy-of-duis-sit-amet-massa-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/05_45245248-b633-4ef5-a55e-a083c294cffd.jpg?v=1687410698,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-duis-sit-amet-massa-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/07_a6637eee-a7de-4dbf-9964-ff9ba6587c66.jpg?v=1687410698,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-duis-sit-amet-massa-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_92339556-d703-4b2d-889c-8b44520b1327.jpg?v=1687410698,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-malesuada-fames-ac-turpis-1,Rose Gold Flower Pendant,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></p>
<h4><strong>Sample Unordered List</strong></h4>
<ul>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremou.</li>
</ul>
<h4><strong>Sample Ordered Lista</strong></h4>
<ol>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<h4><strong>Sample Paragraph Text</strong></h4>
<blockquote>
<p>Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summer!Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summe!</p>
</blockquote>",Liverpool,,Accessories,"Accessories, Cotton, Fashion, Shoes, Summer",true,Title,Default Title,,,,,NHFL5-7,0.0,shopify,150,deny,manual,9.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/20_1_279714e4-13c9-4c8f-8d2c-5ee3355c7b3c.jpg?v=1688021639,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,active
copy-of-malesuada-fames-ac-turpis-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/20_h_1.jpg?v=1688021639,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-malesuada-fames-ac-turpis-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/01_1b156ba0-1b67-44e8-92cd-594bdcb0071b.jpg?v=1688021639,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-malesuada-fames-ac-turpis-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/02_c4083e6f-d2f0-49d6-9b42-816dff522625.jpg?v=1688021639,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
